"Molecule ChEMBL ID";"Parent Molecule ChEMBL ID";"Parent Molecule Name";"Warning Type";"Warning Class";"Description";"Country";"First Withdrawn Year";"EFO ID";"EFO Term";"EFO ID for Warning Class";"References"
"CHEMBL1977579";"CHEMBL1977579";"STREPTOZOCIN";"Black Box Warning";"hematological toxicity";"None";"['United States']";"[None]";"None";"None";"EFO:0011051";"Type: DailyMed RefID: 15d161ed-9e7b-4c92-ba45-0556d2423e67 URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=15d161ed-9e7b-4c92-ba45-0556d2423e67"
"CHEMBL786";"CHEMBL83";"TAMOXIFEN";"Black Box Warning";"vascular toxicity";"None";"['United States']";"[None]";"None";"None";"EFO:0011062";"Type: DailyMed RefID: bd72fd53-ae0c-4080-9b7f-2d294b14cc86 URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=bd72fd53-ae0c-4080-9b7f-2d294b14cc86|Type: FDA RefID: 1e6ff055-590c-41e6-9530-1fdf04cdbd02 URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=1e6ff055-590c-41e6-9530-1fdf04cdbd02"
"CHEMBL15770";"CHEMBL15770";"SULINDAC";"Black Box Warning";"neurotoxicity";"None";"['United States']";"[None]";"None";"None";"EFO:0011057";"Type: DailyMed RefID: 473edb3e-ccaa-4a74-8dc8-6a053c52d3e0 URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=473edb3e-ccaa-4a74-8dc8-6a053c52d3e0|Type: DailyMed RefID: 6db52fd3-172f-47ab-8aa6-4f3d031c6b25 URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=6db52fd3-172f-47ab-8aa6-4f3d031c6b25|Type: DailyMed RefID: 96c73bd2-4577-487d-a642-bd8f91e94c3a URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=96c73bd2-4577-487d-a642-bd8f91e94c3a|Type: DailyMed RefID: a47e4259-d44b-4b7b-b517-841cb6840982 URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=a47e4259-d44b-4b7b-b517-841cb6840982|Type: FDA RefID: d150c3f3-c267-4d48-9502-4700670c954b URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=d150c3f3-c267-4d48-9502-4700670c954b|Type: FDA RefID: d94e8865-d151-4fb1-bacd-f4e43819e3c2 URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=d94e8865-d151-4fb1-bacd-f4e43819e3c2|Type: FDA RefID: 1fffe88d-50c8-45cf-ac7c-a62b665c89a8 URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=1fffe88d-50c8-45cf-ac7c-a62b665c89a8"
"CHEMBL94394";"CHEMBL94394";"BUFEXAMAC";"Withdrawn";"dermatological toxicity";"risks of serious skin reactions from bufexamac outweigh any possible benefits when used for the treatment of insect bites, stings and itches, and minor burns and sunburn";"['Madagascar', 'European Union', 'New Zealand']";"[2010, 2010, 2010]";"EFO:0006346";"severe cutaneous adverse reaction";"EFO:0011048";"Type: MEDSAFE RefID: safety/Alerts/Medicines_containing_bufexamac_revoked.asp URL: https://www.medsafe.govt.nz/safety/Alerts/Medicines_containing_bufexamac_revoked.asp"
"CHEMBL1017";"CHEMBL1017";"TELMISARTAN";"Black Box Warning";"teratogenicity";"None";"['United States']";"[None]";"None";"None";"EFO:0009880";"Type: DailyMed RefID: c3658bc8-1524-43db-930e-66f9ac01b808 URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=c3658bc8-1524-43db-930e-66f9ac01b808|Type: DailyMed RefID: cfb9309f-e0df-4a55-9542-0e869fce05fb URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=cfb9309f-e0df-4a55-9542-0e869fce05fb|Type: DailyMed RefID: 8bdd116a-acc8-2d2b-e053-2a95a90a2b5b URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=8bdd116a-acc8-2d2b-e053-2a95a90a2b5b|Type: DailyMed RefID: 6dd7ec79-72eb-4729-af1b-483125ccf8aa URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=6dd7ec79-72eb-4729-af1b-483125ccf8aa|Type: FDA RefID: 81c2ee77-f3ce-4366-a609-457442509457 URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=81c2ee77-f3ce-4366-a609-457442509457|Type: FDA RefID: 44e810d4-cf04-41d3-bdf8-0681210a669f URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=44e810d4-cf04-41d3-bdf8-0681210a669f|Type: FDA RefID: 56a72ddf-c2a2-45ce-91b1-1fcfbff52c10 URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=56a72ddf-c2a2-45ce-91b1-1fcfbff52c10|Type: FDA RefID: e1a907a7-fad9-a860-8639-4c6136c85734 URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=e1a907a7-fad9-a860-8639-4c6136c85734"
"CHEMBL1201467";"CHEMBL1201467";"SYNTHETIC CONJUGATED ESTROGENS, B";"Black Box Warning";"None";"None";"['United States']";"[None]";"None";"None";"None";""
"CHEMBL3301680";"CHEMBL507870";"TELAVANCIN";"Black Box Warning";"nephrotoxicity";"None";"['United States']";"[None]";"None";"None";"EFO:0011056";"Type: DailyMed RefID: c09655ea-7af5-4443-a769-86e416214f59 URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=c09655ea-7af5-4443-a769-86e416214f59|Type: FDA RefID: 5359b759-db7c-4672-9e8a-59c93869bd91 URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=5359b759-db7c-4672-9e8a-59c93869bd91"
"CHEMBL15870";"CHEMBL15870";"INDOPROFEN";"Withdrawn";"carcinogenicity";"Animal Carcinogenicity (rodent); Gastrointestinal Toxicity";"['Worldwide']";"[1983]";"EFO:0011046";"carcinogenicity";"EFO:0011046";"Type: DOI RefID: 10.1177/009286150103500134 URL: https://doi.org/10.1177/009286150103500134|Type: PubMed RefID: 7628177 URL: http://europepmc.org/abstract/MED/7628177|Type: WHO RefID: CL12.pdf URL: https://www.un.org/esa/coordination/CL12.pdf"
"CHEMBL3989887";"CHEMBL269732";"TACROLIMUS ANHYDROUS";"Black Box Warning";"carcinogenicity";"None";"['United States']";"[None]";"None";"None";"EFO:0011046";"Type: DailyMed RefID: 51218de3-dabc-4972-9c5b-750c8b1d8083 URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=51218de3-dabc-4972-9c5b-750c8b1d8083|Type: DailyMed RefID: 4caa20af-45a8-4365-9f06-1568afae61b1 URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=4caa20af-45a8-4365-9f06-1568afae61b1|Type: DailyMed RefID: 5f742224-618e-4f4c-bdec-7693be99c697 URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=5f742224-618e-4f4c-bdec-7693be99c697|Type: DailyMed RefID: 1bf44a84-14fd-4f80-ad8a-99b1431d631f URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=1bf44a84-14fd-4f80-ad8a-99b1431d631f|Type: FDA RefID: d93e6b15-8bd4-4d0f-9a18-e232e5b1161a URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=d93e6b15-8bd4-4d0f-9a18-e232e5b1161a|Type: FDA RefID: 329850b7-d07d-4cec-901d-f6f20710125f URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=329850b7-d07d-4cec-901d-f6f20710125f"
"CHEMBL452231";"CHEMBL452231";"TENIPOSIDE";"Black Box Warning";"hematological toxicity";"None";"['United States']";"[None]";"None";"None";"EFO:0011051";"Type: DailyMed RefID: f19cf6d7-a1c8-42ec-844c-c798512139d9 URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=f19cf6d7-a1c8-42ec-844c-c798512139d9"
"CHEMBL426559";"CHEMBL426559";"LAROPIPRANT";"Withdrawn";"None";"Higher frequency of non-fatal but serious side effects";"['European Union']";"[2013]";"EFO:0009658";"adverse effect";"None";"Type: EMA RefID: news/european-medicines-agency-confirms-recommendation-suspend-tredaptive-pelzont-trevaclyn URL: https://www.ema.europa.eu/en/news/european-medicines-agency-confirms-recommendation-suspend-tredaptive-pelzont-trevaclyn"
"CHEMBL1201777";"CHEMBL1201776";"TAPENTADOL";"Black Box Warning";"misuse";"None";"['United States']";"[None]";"None";"None";"EFO:0011049";"Type: DailyMed RefID: 8e908885-c71b-4b7e-9b1b-f724279d74c8 URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=8e908885-c71b-4b7e-9b1b-f724279d74c8|Type: DailyMed RefID: 40671852-846e-4bc1-8e15-1f71add24414 URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=40671852-846e-4bc1-8e15-1f71add24414|Type: DailyMed RefID: 86044479-4ad5-435e-9e15-4d7f34a4c320 URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=86044479-4ad5-435e-9e15-4d7f34a4c320"
"CHEMBL1486";"CHEMBL1538";"TENOFOVIR DISOPROXIL";"Black Box Warning";"hepatotoxicity";"None";"['United States']";"[None]";"None";"None";"EFO:0011052";"Type: DailyMed RefID: e3fa8f9a-ef05-4c8b-accd-fb08c18be5fa URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=e3fa8f9a-ef05-4c8b-accd-fb08c18be5fa|Type: DailyMed RefID: 14a8db19-3c49-4faa-b572-850176f1b8f1 URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=14a8db19-3c49-4faa-b572-850176f1b8f1|Type: DailyMed RefID: dd144307-82a1-4d25-be47-ad6897a66838 URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=dd144307-82a1-4d25-be47-ad6897a66838|Type: FDA RefID: 67e0e1b7-6a45-4d63-b569-00826832c25a URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=67e0e1b7-6a45-4d63-b569-00826832c25a|Type: FDA RefID: 3285f345-e58d-4831-a6a8-31094c8c546d URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=3285f345-e58d-4831-a6a8-31094c8c546d"
"CHEMBL3989824";"CHEMBL1201";"THIOTHIXENE";"Black Box Warning";"None";"None";"['United States']";"[None]";"None";"None";"None";""
"CHEMBL452231";"CHEMBL452231";"TENIPOSIDE";"Black Box Warning";"immune system toxicity";"None";"['United States']";"[None]";"None";"None";"EFO:0011053";"Type: DailyMed RefID: f19cf6d7-a1c8-42ec-844c-c798512139d9 URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=f19cf6d7-a1c8-42ec-844c-c798512139d9"
"CHEMBL13280";"CHEMBL13280";"FLUNITRAZEPAM";"Withdrawn";"drug misuse";"Abuse";"['France']";"[1996]";"MONDO:0002491";"substance abuse";"EFO:0011049";"Type: DOI RefID: 10.1177/009286150103500134 URL: https://doi.org/10.1177/009286150103500134"
"CHEMBL398435";"CHEMBL398435";"TICAGRELOR";"Black Box Warning";"vascular toxicity";"None";"['United States']";"[None]";"None";"None";"EFO:0011062";"Type: DailyMed RefID: 7cee944f-e2ca-4fc8-bb97-f46ca28728c5 URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=7cee944f-e2ca-4fc8-bb97-f46ca28728c5|Type: DailyMed RefID: 4f9bd52a-99a7-4606-92b4-456a917aabef URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=4f9bd52a-99a7-4606-92b4-456a917aabef|Type: FDA RefID: 5be5ef20-fc9f-4c3b-a482-83ffd8a3ab47 URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=5be5ef20-fc9f-4c3b-a482-83ffd8a3ab47"
"CHEMBL973";"CHEMBL973";"TERIFLUNOMIDE";"Black Box Warning";"hepatotoxicity";"None";"['United States']";"[None]";"None";"None";"EFO:0011052";"Type: DailyMed RefID: 63ba28ef-5055-461a-99ef-c49e8ece4b54 URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=63ba28ef-5055-461a-99ef-c49e8ece4b54|Type: DailyMed RefID: 4650d12c-b9c8-4525-b07f-a2d773eca155 URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=4650d12c-b9c8-4525-b07f-a2d773eca155|Type: FDA RefID: 219fdbda-d167-495d-8d45-25aca1e03de4 URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=219fdbda-d167-495d-8d45-25aca1e03de4|Type: FDA RefID: 37f04f8b-001e-66ff-4574-cc34cebce61c URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=37f04f8b-001e-66ff-4574-cc34cebce61c|Type: FDA RefID: 8219b4a2-fb9d-4387-ba33-96d28aad71dd URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=8219b4a2-fb9d-4387-ba33-96d28aad71dd"
"CHEMBL525610";"CHEMBL525610";"TERIPARATIDE";"Black Box Warning";"carcinogenicity";"None";"['United States']";"[None]";"None";"None";"EFO:0011046";"Type: DailyMed RefID: aae667c5-381f-4f92-93df-2ed6158d07b0 URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=aae667c5-381f-4f92-93df-2ed6158d07b0|Type: DailyMed RefID: 1b007339-dd0d-f019-5e0a-9b1b0f75011c URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=1b007339-dd0d-f019-5e0a-9b1b0f75011c"
"CHEMBL1201604";"CHEMBL1201604";"TOSITUMOMAB";"Black Box Warning";"None";"None";"['United States']";"[None]";"None";"None";"None";""
"CHEMBL1524273";"CHEMBL1524273";"PHTHALYLSULFATHIAZOLE";"Withdrawn";"drug misuse";"found to be of little or no therapeutic value, its side effects can be harmful, and it is subject to misuse";"['Bangladesh']";"[1982]";"MONDO:0002491";"substance abuse";"EFO:0011049";"Type: WHO RefID: CL12.pdf URL: https://www.un.org/esa/coordination/CL12.pdf"
"CHEMBL468";"CHEMBL468";"THALIDOMIDE";"Black Box Warning";"teratogenicity";"None";"['United States']";"[None]";"None";"None";"EFO:0009880";"Type: DailyMed RefID: 2eda833b-1357-4ed4-a093-194524fcb061 URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=2eda833b-1357-4ed4-a093-194524fcb061"
"CHEMBL1237065";"CHEMBL1237044";"TRAMADOL";"Black Box Warning";"respiratory toxicity";"None";"['United States']";"[None]";"None";"None";"EFO:0011060";"Type: DailyMed RefID: 8907b1f3-d238-695b-e053-2995a90aaa51 URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=8907b1f3-d238-695b-e053-2995a90aaa51|Type: DailyMed RefID: 71118582-d521-4003-b18b-a7bf82c3d286 URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=71118582-d521-4003-b18b-a7bf82c3d286|Type: DailyMed RefID: 555685c6-b30b-406c-9db3-2b8daf9b5011 URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=555685c6-b30b-406c-9db3-2b8daf9b5011|Type: DailyMed RefID: a342115c-36c6-0e7e-e053-2995a90a35c5 URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=a342115c-36c6-0e7e-e053-2995a90a35c5|Type: FDA RefID: b8cb8f4c-fa6a-b603-e053-2a95a90aa3bb URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=b8cb8f4c-fa6a-b603-e053-2a95a90aa3bb|Type: FDA RefID: 0bff5535-0239-409e-8a2a-99d5ba38cca3 URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=0bff5535-0239-409e-8a2a-99d5ba38cca3|Type: FDA RefID: 84b12129-cf10-4a3e-889c-990ebabdece6 URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=84b12129-cf10-4a3e-889c-990ebabdece6|Type: FDA RefID: f6f6069b-cc75-4b87-afa5-b83001b543e0 URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=f6f6069b-cc75-4b87-afa5-b83001b543e0|Type: FDA RefID: d7e75fd3-18d1-4370-bb63-c9dd8a2c1719 URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=d7e75fd3-18d1-4370-bb63-c9dd8a2c1719"
"CHEMBL2110962";"CHEMBL2110962";"MEFENOREX";"Withdrawn";"respiratory toxicity";"arterial pulmonary hypertension";"['Oman', 'France']";"[1999, 1999]";"EFO:0001361";"pulmonary arterial hypertension";"EFO:0011060";"Type: WHO RefID: CL12.pdf URL: https://www.un.org/esa/coordination/CL12.pdf"
"CHEMBL671";"CHEMBL671";"THIOTEPA";"Black Box Warning";"hematological toxicity";"None";"['United States']";"[None]";"None";"None";"EFO:0011051";"Type: DailyMed RefID: 559e353c-2dc0-16ba-e054-00144ff8d46c URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=559e353c-2dc0-16ba-e054-00144ff8d46c|Type: DailyMed RefID: 6cb2e63c-1180-4201-b596-233d1b1a5dc8 URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=6cb2e63c-1180-4201-b596-233d1b1a5dc8|Type: FDA RefID: 6cd6ae89-c553-4328-9262-4363610a1f19 URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=6cd6ae89-c553-4328-9262-4363610a1f19|Type: FDA RefID: add44e98-a042-4e38-b870-beb36693805b URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=add44e98-a042-4e38-b870-beb36693805b"
"CHEMBL1200454";"CHEMBL1201314";"VALGANCICLOVIR";"Black Box Warning";"hematological toxicity";"None";"['United States']";"[None]";"None";"None";"EFO:0011051";"Type: DailyMed RefID: 92281301-5fb5-4eea-8766-4863e241c234 URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=92281301-5fb5-4eea-8766-4863e241c234|Type: DailyMed RefID: 7e6ecffa-705b-2319-011c-dd8ca375c279 URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=7e6ecffa-705b-2319-011c-dd8ca375c279|Type: DailyMed RefID: 85177859-e0f5-6d83-17f3-29cae1db96c3 URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=85177859-e0f5-6d83-17f3-29cae1db96c3|Type: DailyMed RefID: 39452b74-161d-4525-a0f7-fe486f001513 URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=39452b74-161d-4525-a0f7-fe486f001513|Type: FDA RefID: ddfb4e0e-64f5-4654-8670-91b8b6abe794 URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=ddfb4e0e-64f5-4654-8670-91b8b6abe794|Type: FDA RefID: 32cabc92-4f98-4551-ab83-3ee6b3a2d7ac URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=32cabc92-4f98-4551-ab83-3ee6b3a2d7ac|Type: FDA RefID: b856bfaf-ec6b-4171-81c4-b9b07f780084 URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=b856bfaf-ec6b-4171-81c4-b9b07f780084"
"CHEMBL608";"CHEMBL608";"PROBUCOL";"Withdrawn";"metabolic toxicity";"Reduction in serum HDL-C levels and partly because of possible QT interval prolongation or ventricular arrhythmias";"['United States']";"[1995]";"EFO:0004612";"high density lipoprotein cholesterol measurement";"EFO:0011054";"Type: USGPO RefID: FR-1995-10-20/html/95-26053.htm URL: https://www.govinfo.gov/content/pkg/FR-1995-10-20/html/95-26053.htm|Type: PubMed RefID: 19457483 URL: http://europepmc.org/article/MED/19457483"
"CHEMBL376140";"CHEMBL376140";"TIGECYCLINE";"Black Box Warning";"None";"None";"['United States']";"[None]";"None";"None";"None";"Type: DailyMed RefID: acf5dbe5-ca75-4300-816f-b3f4625f6e7d URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=acf5dbe5-ca75-4300-816f-b3f4625f6e7d|Type: DailyMed RefID: 230484a8-408c-dcc1-d0c4-d9dd9a46831b URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=230484a8-408c-dcc1-d0c4-d9dd9a46831b|Type: DailyMed RefID: 2ccdb48e-c14a-4eeb-348c-4920ccfd7465 URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=2ccdb48e-c14a-4eeb-348c-4920ccfd7465"
"CHEMBL1200628";"CHEMBL262777";"VANCOMYCIN";"Black Box Warning";"None";"None";"['United States']";"[None]";"None";"None";"None";""
"CHEMBL1200675";"CHEMBL1655";"TOREMIFENE";"Black Box Warning";"cardiotoxicity";"None";"['United States']";"[None]";"None";"None";"EFO:1001482";"Type: DailyMed RefID: 2cab8dd1-3a10-48e6-86ce-0e5275ed49e5 URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=2cab8dd1-3a10-48e6-86ce-0e5275ed49e5|Type: FDA RefID: 0b3ebaa6-9cbe-405e-8f14-14ce8dcd2a68 URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=0b3ebaa6-9cbe-405e-8f14-14ce8dcd2a68"
"CHEMBL1220";"CHEMBL1220";"TINIDAZOLE";"Black Box Warning";"carcinogenicity";"None";"['United States']";"[None]";"None";"None";"EFO:0011046";"Type: DailyMed RefID: 4d5ea1c2-6126-432f-be61-44fb24d67b7e URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=4d5ea1c2-6126-432f-be61-44fb24d67b7e|Type: FDA RefID: a0d01539-8413-4703-94cc-d221918630a1 URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=a0d01539-8413-4703-94cc-d221918630a1|Type: FDA RefID: 6c11769d-9fb2-45e2-85e3-78c2c1e82186 URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=6c11769d-9fb2-45e2-85e3-78c2c1e82186|Type: FDA RefID: f4235736-3050-1ee0-e053-2a95a90a421c URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=f4235736-3050-1ee0-e053-2a95a90a421c|Type: FDA RefID: f55bcc41-2e8d-4ee5-9993-05c7d86f2d2c URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=f55bcc41-2e8d-4ee5-9993-05c7d86f2d2c|Type: FDA RefID: b39bc167-f1c4-4169-8b46-e6c2eafe6bbf URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=b39bc167-f1c4-4169-8b46-e6c2eafe6bbf"
"CHEMBL1615374";"CHEMBL439849";"VILAZODONE";"Black Box Warning";"psychiatric toxicity";"None";"['United States']";"[None]";"None";"None";"EFO:0011059";"Type: DailyMed RefID: bfef9e19-d0f5-40fa-954c-b73c812eb242 URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=bfef9e19-d0f5-40fa-954c-b73c812eb242|Type: FDA RefID: 8b95b850-8bdf-4255-a691-783d1a94bd07 URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=8b95b850-8bdf-4255-a691-783d1a94bd07|Type: FDA RefID: a70fd858-cbef-7336-d7ce-c78499031644 URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=a70fd858-cbef-7336-d7ce-c78499031644|Type: FDA RefID: 3a4745a0-de23-4b40-923e-0d7dfe6b8634 URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=3a4745a0-de23-4b40-923e-0d7dfe6b8634"
"CHEMBL1183717";"CHEMBL1183717";"ALMITRINE";"Withdrawn";"None";"Serious and long-lasting peripheral neuropathy (damage to the nerves in the hands and feet) and significant weight loss that further weakens patients";"['European Union']";"[2013]";"HP:0001824";"Weight loss";"None";"Type: EMA RefID: documents/referral/almitrine-article-31-oral-almitrine-be-withdrawn-eu-member-states_en.pdf URL: https://www.ema.europa.eu/en/documents/referral/almitrine-article-31-oral-almitrine-be-withdrawn-eu-member-states_en.pdf"
"CHEMBL2103743";"CHEMBL221959";"TOFACITINIB";"Black Box Warning";"carcinogenicity";"None";"['United States']";"[None]";"None";"None";"EFO:0011046";"Type: DailyMed RefID: 68e3d6b2-7838-4d2d-a417-09d919b43e13 URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=68e3d6b2-7838-4d2d-a417-09d919b43e13|Type: DailyMed RefID: cf74ba2f-afc5-4baa-8594-979c889a5831 URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=cf74ba2f-afc5-4baa-8594-979c889a5831"
"CHEMBL1341";"CHEMBL1341";"METHOXYFLURANE";"Withdrawn";"nephrotoxicity";"Serious, irreversible, and even fatal nephrotoxicity and hepatotoxicity";"['United States']";"[2001]";"HP:0000112";"Nephropathy";"EFO:0011056";"Type: USGPO RefID: FR-2014-07-02/pdf/2014-15371.pdf URL: https://www.govinfo.gov/content/pkg/FR-2014-07-02/pdf/2014-15371.pdf"
"CHEMBL1201585";"CHEMBL1201585";"TRASTUZUMAB";"Black Box Warning";"respiratory toxicity";"None";"['United States']";"[None]";"None";"None";"EFO:0011060";"Type: DailyMed RefID: 492dbdb2-077e-4064-bff3-372d6af0a7a2 URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=492dbdb2-077e-4064-bff3-372d6af0a7a2|Type: DailyMed RefID: ae71c003-883a-4cd8-ad50-e8cc9a54e971 URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=ae71c003-883a-4cd8-ad50-e8cc9a54e971|Type: FDA RefID: 6b7938e6-14c7-4a65-9605-967542ecfb8f URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=6b7938e6-14c7-4a65-9605-967542ecfb8f|Type: FDA RefID: b6465b44-a6dd-f99c-d009-6851cf05169c URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=b6465b44-a6dd-f99c-d009-6851cf05169c|Type: FDA RefID: 285d2142-5bfa-401c-9246-7de21c4451af URL: https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=285d2142-5bfa-401c-9246-7de21c4451af"
"CHEMBL106258";"CHEMBL106258";"AMINOREX";"Withdrawn";"respiratory toxicity";"Pulmonary hypertension";"['Germany']";"[1967]";"EFO:0001361";"pulmonary arterial hypertension";"EFO:0011060";"Type: WHO RefID: CL12.pdf URL: https://www.un.org/esa/coordination/CL12.pdf"
"CHEMBL565";"CHEMBL565";"CLOFIBRATE";"Withdrawn";"carcinogenicity";"Increases the incidence of gallstones and cholecystitis, drug-induced cardiac arrhythmias, cardiomegaly, angina, claudication and thromboembolic phenomena. It also enhances the effects and toxicity of other acidic drugs and it is implicated in the incidence of various tumours";"['Israel', 'Norway', 'Bangladesh']";"[1979, 1979, 1979]";"EFO:0011046";"carcinogenicity";"EFO:0011046";"Type: WHO RefID: CL12.pdf URL: https://www.un.org/esa/coordination/CL12.pdf"
"CHEMBL853";"CHEMBL853";"ZALCITABINE";"Black Box Warning";"None";"None";"['United States']";"[None]";"None";"None";"None";""
